ModuleName,Layer,TargetSkill,SecondarySkill,RouteConfidence,RouteReason,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
TraceInsightsCore,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,traceinsightscore|core|engine|uobject,email|translation|copywriting,Developer\TraceInsightsCore\TraceInsightsCore.Build.cs
TraceInsightsFrontend,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,traceinsightsfrontend|unreal|module|trace,email|translation|copywriting,Developer\TraceInsightsFrontend\TraceInsightsFrontend.Build.cs
TraceServices,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,traceservices|unreal|module|trace,email|translation|copywriting,Developer\TraceServices\TraceServices.Build.cs
TraceTools,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,tracetools|unreal|module|trace,email|translation|copywriting,Developer\TraceTools\TraceTools.build.cs
TranslationEditor,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,translationeditor|unreal|module|translation,email|translation|copywriting,Developer\TranslationEditor\TranslationEditor.Build.cs
TreeMap,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,treemap|unreal|module|tree,email|translation|copywriting,Developer\TreeMap\TreeMap.Build.cs
TurnkeyIO,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,turnkeyio|unreal|module|turnkey,email|translation|copywriting,Developer\TurnkeyIO\TurnkeyIO.Build.cs
TVOSTargetPlatform,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,tvostargetplatform|unreal|module|tvostarget,email|translation|copywriting,Developer\IOS\TVOSTargetPlatform\TVOSTargetPlatform.Build.cs
TVOSTargetPlatformControls,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,tvostargetplatformcontrols|unreal|module|tvostarget,email|translation|copywriting,Developer\IOS\TVOSTargetPlatformControls\TVOSTargetPlatformControls.Build.cs
TVOSTargetPlatformSettings,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,tvostargetplatformsettings|unreal|module|tvostarget,email|translation|copywriting,Developer\IOS\TVOSTargetPlatformSettings\TVOSTargetPlatformSettings.Build.cs
UbaCoordinatorHorde,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,ubacoordinatorhorde|unreal|module|uba,email|translation|copywriting,Developer\UbaCoordinatorHorde\UbaCoordinatorHorde.Build.cs
UncontrolledChangelists,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,uncontrolledchangelists|unreal|module|uncontrolled,email|translation|copywriting,Developer\UncontrolledChangelists\UncontrolledChangelists.Build.cs
UndoHistory,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,undohistory|unreal|module|undo,email|translation|copywriting,Developer\UndoHistory\UndoHistory.Build.cs
UnsavedAssetsTracker,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,unsavedassetstracker|unreal|module|unsaved,email|translation|copywriting,Developer\UnsavedAssetsTracker\Source\UnsavedAssetsTracker.Build.cs
Virtualization,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,virtualization|unreal|module,email|translation|copywriting,Developer\Virtualization\Virtualization.Build.cs
VisualGraphUtils,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,visualgraphutils|unreal|module|visual,email|translation|copywriting,Developer\VisualGraphUtils\VisualGraphUtils.Build.cs
VulkanShaderFormat,Developer,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,vulkanshaderformat|render|shader|rhi,email|translation|copywriting,Developer\VulkanShaderFormat\VulkanShaderFormat.Build.cs
WidgetRegistration,Developer,unreal-umg-lifecycle,unreal-cpp-foundations,medium,domain_mapping,widgetregistration|ui|umg|slate,email|translation|copywriting,Developer\WidgetRegistration\WidgetRegistration.Build.cs
WindowsPlatformEditor,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,windowsplatformeditor|unreal|module|windows,email|translation|copywriting,Developer\Windows\WindowsPlatformEditor\WindowsPlatformEditor.Build.cs
WindowsTargetPlatform,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,windowstargetplatform|unreal|module|windows,email|translation|copywriting,Developer\Windows\WindowsTargetPlatform\WindowsTargetPlatform.Build.cs
WindowsTargetPlatformControls,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,windowstargetplatformcontrols|unreal|module|windows,email|translation|copywriting,Developer\Windows\WindowsTargetPlatfomControls\WindowsTargetPlatformControls.Build.cs
WindowsTargetPlatformSettings,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,windowstargetplatformsettings|unreal|module|windows,email|translation|copywriting,Developer\Windows\WindowsTargetPlatformSettings\WindowsTargetPlatformSettings.Build.cs
Zen,Developer,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,zen|unreal|module,email|translation|copywriting,Developer\Zen\Zen.Build.cs
ActionableMessage,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,actionablemessage|unreal|module|actionable,email|translation|copywriting,Editor\ActionableMessage\ActionableMessage.build.cs
ActorPickerMode,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,actorpickermode|unreal|module|actor,email|translation|copywriting,Editor\ActorPickerMode\ActorPickerMode.Build.cs
AddContentDialog,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,addcontentdialog|unreal|module|add,email|translation|copywriting,Editor\AddContentDialog\AddContentDialog.Build.cs
AdvancedPreviewScene,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,advancedpreviewscene|unreal|module|advanced,email|translation|copywriting,Editor\AdvancedPreviewScene\AdvancedPreviewScene.Build.cs
AIGraph,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,aigraph|unreal|module,email|translation|copywriting,Editor\AIGraph\AIGraph.Build.cs
AnimationBlueprintEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationblueprinteditor|animation|skeletal|rig,email|translation|copywriting,Editor\AnimationBlueprintEditor\AnimationBlueprintEditor.Build.cs
AnimationBlueprintLibrary,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationblueprintlibrary|animation|skeletal|rig,email|translation|copywriting,Editor\AnimationBlueprintLibrary\AnimationBlueprintLibrary.build.cs
AnimationEditMode,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationeditmode|animation|skeletal|rig,email|translation|copywriting,Editor\AnimationEditMode\AnimationEditMode.Build.cs
AnimationEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationeditor|animation|skeletal|rig,email|translation|copywriting,Editor\AnimationEditor\AnimationEditor.Build.cs
AnimationEditorWidgets,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationeditorwidgets|animation|skeletal|rig,email|translation|copywriting,Editor\AnimationEditorWidgets\AnimationEditorWidgets.Build.cs
AnimationModifiers,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationmodifiers|animation|skeletal|rig,email|translation|copywriting,Editor\AnimationModifiers\AnimationModifiers.Build.cs
AnimationSettings,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationsettings|animation|skeletal|rig,email|translation|copywriting,Editor\AnimationSettings\AnimationSettings.Build.cs
AnimGraph,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animgraph|animation|skeletal|rig,email|translation|copywriting,Editor\AnimGraph\AnimGraph.Build.cs
AssetDefinition,Editor,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,assetdefinition|asset|cook|package,email|translation|copywriting,Editor\AssetDefinition\AssetDefinition.Build.cs
AssetTagsEditor,Editor,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,assettagseditor|asset|cook|package,email|translation|copywriting,Editor\AssetTagsEditor\AssetTagsEditor.Build.cs
AudioEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audioeditor|audio|sound|metasound,email|translation|copywriting,Editor\AudioEditor\AudioEditor.Build.cs
BehaviorTreeEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,behaviortreeeditor|ai|nav|mass,email|translation|copywriting,Editor\BehaviorTreeEditor\BehaviorTreeEditor.Build.cs
BlueprintEditorLibrary,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,blueprinteditorlibrary|unreal|module|blueprint,email|translation|copywriting,Editor\BlueprintEditorLibrary\BlueprintEditorLibrary.Build.cs
BlueprintGraph,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,blueprintgraph|unreal|module|blueprint,email|translation|copywriting,Editor\BlueprintGraph\BlueprintGraph.Build.cs
Blutility,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,blutility|unreal|module,email|translation|copywriting,Editor\Blutility\Blutility.Build.cs
ClassViewer,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,classviewer|unreal|module|class,email|translation|copywriting,Editor\ClassViewer\ClassViewer.Build.cs
ClothingSystemEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,clothingsystemeditor|unreal|module|clothing,email|translation|copywriting,Editor\ClothingSystemEditor\ClothingSystemEditor.Build.cs
ClothingSystemEditorInterface,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,clothingsystemeditorinterface|unreal|module|clothing,email|translation|copywriting,Editor\ClothingSystemEditorInterface\ClothingSystemEditorInterface.Build.cs
ClothPainter,Editor,unreal-physics-collision,unreal-cpp-foundations,medium,domain_mapping,clothpainter|physics|chaos|collision,email|translation|copywriting,Editor\ClothPainter\ClothPainter.Build.cs
CommonMenuExtensions,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,commonmenuextensions|unreal|module|common,email|translation|copywriting,Editor\CommonMenuExtensions\CommonMenuExtensions.Build.cs
ComponentVisualizers,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,componentvisualizers|unreal|module|component,email|translation|copywriting,Editor\ComponentVisualizers\ComponentVisualizers.Build.cs
ConfigEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,configeditor|unreal|module|config,email|translation|copywriting,Editor\ConfigEditor\ConfigEditor.Build.cs
ContentBrowser,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,contentbrowser|unreal|module|content,email|translation|copywriting,Editor\ContentBrowser\ContentBrowser.Build.cs
ContentBrowserData,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,contentbrowserdata|unreal|module|content,email|translation|copywriting,Editor\ContentBrowserData\ContentBrowserData.Build.cs
CSVtoSVG,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,csvtosvg|unreal|module|csvto,email|translation|copywriting,Editor\CSVtoSVG\CSVtoSVG.Build.cs
CurveAssetEditor,Editor,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,curveasseteditor|asset|cook|package,email|translation|copywriting,Editor\CurveAssetEditor\CurveAssetEditor.Build.cs
CurveEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,curveeditor|unreal|module|curve,email|translation|copywriting,Editor\CurveEditor\CurveEditor.Build.cs
CurveTableEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,curvetableeditor|unreal|module|curve,email|translation|copywriting,Editor\CurveTableEditor\CurveTableEditor.Build.cs
DataHierarchyEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,datahierarchyeditor|unreal|module|data,email|translation|copywriting,Editor\DataHierarchyEditor\DataHierarchyEditor.Build.cs
DataLayerEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,datalayereditor|unreal|module|data,email|translation|copywriting,Editor\DataLayerEditor\DataLayerEditor.Build.cs
DataTableEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,datatableeditor|unreal|module|data,email|translation|copywriting,Editor\DataTableEditor\DataTableEditor.Build.cs
DerivedDataEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,deriveddataeditor|unreal|module|derived,email|translation|copywriting,Editor\DerivedDataEditor\DerivedDataEditor.Build.cs
DerivedDataWidgets,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,deriveddatawidgets|unreal|module|derived,email|translation|copywriting,Editor\DerivedDataWidgets\DerivedDataWidgets.Build.cs
DetailCustomizations,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,detailcustomizations|unreal|module|detail,email|translation|copywriting,Editor\DetailCustomizations\DetailCustomizations.Build.cs
DeviceProfileEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,deviceprofileeditor|unreal|module|device,email|translation|copywriting,Editor\DeviceProfileEditor\DeviceProfileEditor.Build.cs
DeviceProfileServices,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,deviceprofileservices|unreal|module|device,email|translation|copywriting,Editor\DeviceProfileServices\DeviceProfileServices.Build.cs
DistCurveEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,distcurveeditor|unreal|module|dist,email|translation|copywriting,Editor\DistCurveEditor\DistCurveEditor.Build.cs
Documentation,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,documentation|unreal|module,email|translation|copywriting,Editor\Documentation\Documentation.Build.cs
EditorConfig,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,editorconfig|unreal|module|config,email|translation|copywriting,Editor\EditorConfig\EditorConfig.Build.cs
EditorFramework,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,editorframework|unreal|module|framework,email|translation|copywriting,Editor\EditorFramework\EditorFramework.Build.cs
EditorInteractiveToolsFramework,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,editorinteractivetoolsframework|unreal|module|interactive,email|translation|copywriting,Editor\Experimental\EditorInteractiveToolsFramework\EditorInteractiveToolsFramework.Build.cs
EditorSettingsViewer,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,editorsettingsviewer|unreal|module|settings,email|translation|copywriting,Editor\EditorSettingsViewer\EditorSettingsViewer.Build.cs
EditorStyle,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,editorstyle|unreal|module|style,email|translation|copywriting,Editor\EditorStyle\EditorStyle.Build.cs
EditorSubsystem,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,editorsubsystem|unreal|module|subsystem,email|translation|copywriting,Editor\EditorSubsystem\EditorSubsystem.Build.cs
EditorWidgets,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,editorwidgets|unreal|module|widgets,email|translation|copywriting,Editor\EditorWidgets\EditorWidgets.Build.cs
EnvironmentLightingViewer,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,environmentlightingviewer|unreal|module|environment,email|translation|copywriting,Editor\EnvironmentLightingViewer\EnvironmentLightingViewer.Build.cs
FoliageEdit,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,foliageedit|unreal|module|foliage,email|translation|copywriting,Editor\FoliageEdit\FoliageEdit.build.cs
FontEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,fonteditor|unreal|module|font,email|translation|copywriting,Editor\FontEditor\FontEditor.Build.cs
GameplayDebuggerEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,gameplaydebuggereditor|gameplay|ability|input,email|translation|copywriting,Editor\GameplayDebugger\GameplayDebuggerEditor.Build.cs
GameplayTasksEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,gameplaytaskseditor|gameplay|ability|input,email|translation|copywriting,Editor\GameplayTasksEditor\GameplayTasksEditor.Build.cs
GameProjectGeneration,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,gameprojectgeneration|unreal|module|game,email|translation|copywriting,Editor\GameProjectGeneration\GameProjectGeneration.Build.cs
GraphEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,grapheditor|unreal|module|graph,email|translation|copywriting,Editor\GraphEditor\GraphEditor.Build.cs
HardwareTargeting,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,hardwaretargeting|unreal|module|hardware,email|translation|copywriting,Editor\HardwareTargeting\HardwareTargeting.Build.cs
HierarchicalLODOutliner,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,hierarchicallodoutliner|unreal|module|hierarchical,email|translation|copywriting,Editor\HierarchicalLODOutliner\HierarchicalLODOutliner.Build.cs
InputBindingEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,inputbindingeditor|gameplay|ability|input,email|translation|copywriting,Editor\InputBindingEditor\InputBindingEditor.Build.cs
InternationalizationSettings,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,internationalizationsettings|unreal|module|internationalization,email|translation|copywriting,Editor\InternationalizationSettings\InternationalizationSettings.Build.cs
Kismet,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,kismet|unreal|module,email|translation|copywriting,Editor\Kismet\Kismet.Build.cs
KismetCompiler,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,kismetcompiler|unreal|module|kismet,email|translation|copywriting,Editor\KismetCompiler\KismetCompiler.Build.cs
KismetWidgets,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,kismetwidgets|unreal|module|kismet,email|translation|copywriting,Editor\KismetWidgets\KismetWidgets.Build.cs
LandscapeEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,landscapeeditor|unreal|module|landscape,email|translation|copywriting,Editor\LandscapeEditor\LandscapeEditor.Build.cs
LandscapeEditorUtilities,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,landscapeeditorutilities|unreal|module|landscape,email|translation|copywriting,Editor\LandscapeEditorUtilities\LandscapeEditorUtilities.Build.cs
Layers,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,layers|unreal|module,email|translation|copywriting,Editor\Layers\Layers.Build.cs
LevelEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,leveleditor|unreal|module|level,email|translation|copywriting,Editor\LevelEditor\LevelEditor.Build.cs
LevelInstanceEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,levelinstanceeditor|unreal|module|level,email|translation|copywriting,Editor\LevelInstanceEditor\LevelInstanceEditor.Build.cs
LocalizationCommandletExecution,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,localizationcommandletexecution|unreal|module|localization,email|translation|copywriting,Editor\LocalizationCommandletExecution\LocalizationCommandletExecution.Build.cs
LocalizationDashboard,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,localizationdashboard|unreal|module|localization,email|translation|copywriting,Editor\LocalizationDashboard\LocalizationDashboard.Build.cs
MainFrame,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,mainframe|unreal|module|main,email|translation|copywriting,Editor\MainFrame\MainFrame.Build.cs
MassEntityDebugger,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,massentitydebugger|ai|nav|mass,email|translation|copywriting,Editor\MassEntityDebugger\MassEntityDebugger.Build.cs
MassEntityEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,massentityeditor|ai|nav|mass,email|translation|copywriting,Editor\MassEntityEditor\MassEntityEditor.Build.cs
MaterialEditor,Editor,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,materialeditor|render|shader|rhi,email|translation|copywriting,Editor\MaterialEditor\MaterialEditor.Build.cs
MergeActors,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,mergeactors|unreal|module|merge,email|translation|copywriting,Editor\MergeActors\MergeActors.Build.cs
MeshPaint,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,meshpaint|unreal|module|mesh,email|translation|copywriting,Editor\MeshPaint\MeshPaint.Build.cs
MovieSceneCaptureDialog,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,moviescenecapturedialog|media|movie|video,email|translation|copywriting,Editor\MovieSceneCaptureDialog\MovieSceneCaptureDialog.Build.cs
MovieSceneTools,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,moviescenetools|media|movie|video,email|translation|copywriting,Editor\MovieSceneTools\MovieSceneTools.Build.cs
NewLevelDialog,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,newleveldialog|unreal|module|new,email|translation|copywriting,Editor\NewLevelDialog\NewLevelDialog.Build.cs
NNEEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,nneeditor|unreal|module,email|translation|copywriting,Editor\NNEEditor\NNEEditor.Build.cs
OverlayEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,overlayeditor|unreal|module|overlay,email|translation|copywriting,Editor\OverlayEditor\OverlayEditor.Build.cs
PackagesDialog,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,packagesdialog|unreal|module|packages,email|translation|copywriting,Editor\PackagesDialog\PackagesDialog.Build.cs
Persona,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,persona|unreal|module,email|translation|copywriting,Editor\Persona\Persona.Build.cs
PhysicsAssetEditor,Editor,unreal-physics-collision,unreal-cpp-foundations,medium,domain_mapping,physicsasseteditor|physics|chaos|collision,email|translation|copywriting,Editor\PhysicsAssetEditor\PhysicsAssetEditor.Build.cs
PIEPreviewDeviceProfileSelector,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,piepreviewdeviceprofileselector|unreal|module|piepreview,email|translation|copywriting,Editor\PIEPreviewDeviceProfileSelector\PIEPreviewDeviceProfileSelector.Build.cs
PIEPreviewDeviceSpecification,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,piepreviewdevicespecification|unreal|module|piepreview,email|translation|copywriting,Editor\PIEPreviewDeviceSpecification\PIEPreviewDeviceSpecification.Build.cs
PinnedCommandList,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,pinnedcommandlist|unreal|module|pinned,email|translation|copywriting,Editor\PinnedCommandList\PinnedCommandList.Build.cs
PixelInspectorModule,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,pixelinspectormodule|unreal|module|pixel,email|translation|copywriting,Editor\PixelInspector\PixelInspectorModule.Build.cs
PlacementMode,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,placementmode|unreal|module|placement,email|translation|copywriting,Editor\PlacementMode\PlacementMode.Build.cs
PListEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,plisteditor|unreal|module|plist,email|translation|copywriting,Editor\PListEditor\PListEditor.Build.cs
PluginWarden,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,pluginwarden|unreal|module|plugin,email|translation|copywriting,Editor\PluginWarden\PluginWarden.Build.cs
ProjectSettingsViewer,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,projectsettingsviewer|unreal|module|project,email|translation|copywriting,Editor\ProjectSettingsViewer\ProjectSettingsViewer.Build.cs
ProjectTargetPlatformEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,projecttargetplatformeditor|unreal|module|project,email|translation|copywriting,Editor\ProjectTargetPlatformEditor\ProjectTargetPlatformEditor.Build.cs
PropertyEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,propertyeditor|unreal|module|property,email|translation|copywriting,Editor\PropertyEditor\PropertyEditor.Build.cs
RenderResourceViewer,Editor,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,renderresourceviewer|render|shader|rhi,email|translation|copywriting,Editor\RenderResourceViewer\RenderResourceViewer.Build.cs
RewindDebuggerInterface,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,rewinddebuggerinterface|unreal|module|rewind,email|translation|copywriting,Editor\RewindDebuggerInterface\RewindDebuggerInterface.Build.cs
SceneDepthPickerMode,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,scenedepthpickermode|unreal|module|scene,email|translation|copywriting,Editor\SceneDepthPickerMode\SceneDepthPickerMode.Build.cs
SceneOutliner,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sceneoutliner|unreal|module|scene,email|translation|copywriting,Editor\SceneOutliner\SceneOutliner.Build.cs
ScriptableEditorWidgets,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,scriptableeditorwidgets|unreal|module|scriptable,email|translation|copywriting,Editor\ScriptableEditorWidgets\ScriptableEditorWidgets.Build.cs
Sequencer,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sequencer|unreal|module,email|translation|copywriting,Editor\Sequencer\Sequencer.Build.cs
SequencerCore,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sequencercore|core|engine|uobject,email|translation|copywriting,Editor\SequencerCore\SequencerCore.Build.cs
SequenceRecorder,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sequencerecorder|unreal|module|sequence,email|translation|copywriting,Editor\SequenceRecorder\SequenceRecorder.Build.cs
SequenceRecorderSections,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sequencerecordersections|unreal|module|sequence,email|translation|copywriting,Editor\SequenceRecorderSections\SequenceRecorderSections.Build.cs
SequencerWidgets,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sequencerwidgets|unreal|module|sequencer,email|translation|copywriting,Editor\SequencerWidgets\SequencerWidgets.Build.cs
SerializedRecorderInterface,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,serializedrecorderinterface|unreal|module|serialized,email|translation|copywriting,Editor\SerializedRecorderInterface\SerializedRecorderInterface.Build.cs
SkeletalMeshEditor,Editor,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,skeletalmesheditor|animation|skeletal|rig,email|translation|copywriting,Editor\SkeletalMeshEditor\SkeletalMeshEditor.Build.cs
SkeletonEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,skeletoneditor|unreal|module|skeleton,email|translation|copywriting,Editor\SkeletonEditor\SkeletonEditor.Build.cs
SourceControlWindowExtender,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sourcecontrolwindowextender|unreal|module|control,email|translation|copywriting,Editor\SourceControlWindowExtender\SourceControlWindowExtender.Build.cs
SourceControlWindows,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sourcecontrolwindows|unreal|module|control,email|translation|copywriting,Editor\SourceControlWindows\SourceControlWindows.Build.cs
SparseVolumeTexture,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sparsevolumetexture|unreal|module|sparse,email|translation|copywriting,Editor\SparseVolumeTexture\SparseVolumeTexture.Build.cs
StaticMeshEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,staticmesheditor|unreal|module|static,email|translation|copywriting,Editor\StaticMeshEditor\StaticMeshEditor.Build.cs
StatsViewer,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,statsviewer|unreal|module|stats,email|translation|copywriting,Editor\StatsViewer\StatsViewer.Build.cs
StatusBar,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,statusbar|unreal|module|status,email|translation|copywriting,Editor\StatusBar\StatusBar.Build.cs
StorageServerWidgets,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,storageserverwidgets|unreal|module|storage,email|translation|copywriting,Editor\StorageServerWidgets\StorageServerWidgets.Build.cs
StringTableEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,stringtableeditor|unreal|module|string,email|translation|copywriting,Editor\StringTableEditor\StringTableEditor.Build.cs
